0.0040593147277832,43.07990514623771,12.163538495633588,FLU01
22.887178659439087,43.079431198276204,12.663538271006868,FLU01
23.518216133117676,43.02388600119313,13.160443424009935,FLU01
24.07538914680481,43.035329267166,13.660312458521851,FLU01
24.600236415863037,42.99502970145451,14.158685757368675,FLU01
25.076593160629272,42.96394541596806,14.657718589150107,FLU01
25.65306067466736,42.775364661647174,15.120792340403368,FLU01
26.12068796157837,42.42798957680425,15.480417910170555,FLU01
26.761847019195557,41.93191578427352,15.542954238525954,FLU01
27.27675199508667,41.43204870850772,15.531425727548836,FLU01
27.823975563049316,40.94271332914587,15.428708219280805,FLU01
28.29037117958069,40.5064516003484,15.184422108364446,FLU01
28.856889963150024,40.30316799919581,14.727611669010837,FLU01
29.3344669342041,40.24323341430709,14.231216820594563,FLU01
29.876126527786255,40.27880708361536,13.732483912063408,FLU01
30.341278791427612,40.270649179697074,13.232550467889427,FLU01
30.87855291366577,40.324196232507404,12.735426023574597,FLU01
31.33501410484314,40.316877983940316,12.23547958320532,FLU01
31.841835498809814,40.34524989082912,11.73628519731993,FLU01
32.29951333999634,40.32551046308499,11.236674994269258,FLU01
32.80138063430786,40.3413310733341,10.73692534865523,FLU01
33.26652979850769,40.308020014711715,10.238036209293131,FLU01
33.76400589942932,40.309755172604405,9.738039220075109,FLU01
34.23040699958801,40.1516971443874,9.263678956439808,FLU01
34.71732473373413,39.84584668401806,8.868134400299963,FLU01
35.25459885597229,39.36674329080198,8.725096158529345,FLU01
35.776400566101074,38.874348393387095,8.638221162127685,FLU01
36.27138018608093,38.40740819443946,8.817013920948472,FLU01
36.7589066028595,38.06881310445848,9.184917937018923,FLU01
37.294939041137695,37.93928694599831,9.667849582569879,FLU01
37.831605195999146,37.88836035427445,10.165249303373368,FLU01
38.339030742645264,37.909016512308725,10.664822444299963,FLU01
38.84089183807373,37.868955517416424,11.163214977037203,FLU01
39.30604076385498,37.89112770346638,11.66272312928876,FLU01
39.793567180633545,37.85488788422596,12.161408075423514,FLU01
40.240068674087524,37.84825123749418,12.661364028403531,FLU01
40.74749422073364,37.7608734355177,13.153669949271602,FLU01
