ts,accuracy,x,y,z,norm,rolling_norm
0.005547046661376953,3,10.199298858642578,-0.9576807022094727,-0.28730419278144836,10.248189754023977,
0.015496492385864258,3,9.184157371520996,-0.727837324142456,-0.38307225704193115,9.22091308653289,
0.025446176528930664,3,8.446743965148926,-0.871489405632019,-0.6416460275650024,8.515790451954452,
0.03539562225341797,3,7.910442352294922,-1.0821791887283325,-0.5841852426528931,8.005465783027953,
0.04534506797790527,3,8.063671112060547,-1.50355863571167,-0.689530074596405,8.231581385024134,
0.054785966873168945,3,8.111555099487305,-1.8100165128707886,-0.8331822156906128,8.352704862104643,
0.06473565101623535,3,8.53293514251709,-1.9728221893310547,-0.9576807022094727,8.810230522778877,
0.07468509674072266,3,8.9064302444458,-2.183511972427368,-1.1971008777618408,9.247987605119867,
0.08463454246520996,3,9.59596061706543,-2.279279947280884,-1.072602391242981,9.92109132767397,
0.09458422660827637,3,10.35252857208252,-2.2026655673980713,-1.0821791887283325,10.639440550804478,9.119339532904524
0.10453367233276367,3,10.639832496643066,-1.9345149993896484,-1.2066776752471924,10.881381109557065,9.182658668457833
0.11448311805725098,3,10.457873344421387,-1.8195933103561401,-0.8906430602073669,10.65228988357657,9.3257963481622
0.12443280220031738,3,10.496180534362793,-1.7812861204147339,-0.5363011956214905,10.65975633047696,9.540192936014453
0.1343822479248047,3,10.189722061157227,-1.800439715385437,-0.3064578175544739,10.352098108418009,9.774856168553457
0.144331693649292,3,10.160991668701172,-1.7621324062347412,-0.507570743560791,10.325138757819971,9.98421190583304
0.1542813777923584,3,10.055646896362305,-1.6184803247451782,-0.8619126081466675,10.221467918552124,10.17108821147779
0.1642308235168457,3,9.84495735168457,-1.4652514457702637,-1.2641384601593018,10.03335403054601,10.2934005622545
0.174180269241333,3,9.528923034667969,-1.2258312702178955,-1.3407529592514038,9.70054921132877,10.338656722875394
0.18412995338439941,3,9.41400146484375,-1.015141487121582,-1.455674648284912,9.57981860478658,10.304529450586653
